,HUMIDITY,LIGHT_INTENSITY,LPG_CONCENTRATION,TEMPERATURE,MOTOR,SMOKE,BATTERY_VOLTAGE,CARBON_MONOXIDE,TIMESTAMP
189,{'S': '50.2206'},{'S': '19.8042'},{'S': '0'},{'S': '36.6944'},{'S': '0'},{'S': 'sensor_char7'},{'S': '12.4891'},{'S': '0'},"{'S': '05/15/2023, 15:39:15'}"
190,{'S': '49.3082'},{'S': '29.2229'},{'S': '0'},{'S': '36.919'},{'S': '0'},{'S': 'sensor_char7'},{'S': '12.1743'},{'S': '0'},"{'S': '05/15/2023, 17:17:46'}"
191,{'S': '50.1164'},{'S': '18.0956'},{'S': '0'},{'S': '36.8335'},{'S': '0'},{'S': 'sensor_char7'},{'S': '12.4532'},{'S': '0'},"{'S': '05/15/2023, 15:42:36'}"
192,{'S': '48.805'},{'S': '35.8362'},{'S': '-1'},{'S': '37.2186'},{'S': '0'},{'S': 'sensor_char7'},{'S': '12.3651'},{'S': '-1'},"{'S': '05/15/2023, 16:47:52'}"
193,{'S': '48.7659'},{'S': '26.0505'},{'S': '-1'},{'S': '37.2026'},{'S': '0'},{'S': 'sensor_char7'},{'S': '12.3587'},{'S': '-1'},"{'S': '05/15/2023, 16:47:30'}"
194,{'S': '49.1856'},{'S': '19.2647'},{'S': '-1'},{'S': '37.0474'},{'S': '0'},{'S': 'sensor_char7'},{'S': '12.3216'},{'S': '-1'},"{'S': '05/15/2023, 16:41:30'}"
195,{'S': '49.1883'},{'S': '19.1919'},{'S': '27624'},{'S': '37.0635'},{'S': '1'},{'S': 'sensor_char7'},{'S': '12.3216'},{'S': '-1'},"{'S': '05/15/2023, 16:41:30'}"
196,{'S': '49.2717'},{'S': '16.3094'},{'S': '0'},{'S': '37.1865'},{'S': '0'},{'S': 'sensor_char7'},{'S': '12.3532'},{'S': '0'},"{'S': '05/15/2023, 16:46:53'}"
197,{'S': '52.8172'},{'S': '42.2418'},{'S': '0'},{'S': '36.1273'},{'S': '0'},{'S': 'sensor_char7'},{'S': '12.554'},{'S': '0'},"{'S': '05/15/2023, 15:08:10'}"
198,{'S': '50.205'},{'S': '20.4464'},{'S': '0'},{'S': '36.8067'},{'S': '0'},{'S': 'sensor_char7'},{'S': '12.4651'},{'S': '0'},"{'S': '05/15/2023, 15:41:04'}"
199,{'S': '49.1126'},{'S': '20.1806'},{'S': '0'},{'S': '36.8442'},{'S': '0'},{'S': 'sensor_char7'},{'S': '12.1499'},{'S': '0'},"{'S': '05/15/2023, 17:23:41'}"
200,{'S': '49.303'},{'S': '30.8203'},{'S': '0'},{'S': '36.9137'},{'S': '0'},{'S': 'sensor_char7'},{'S': '12.1688'},{'S': '0'},"{'S': '05/15/2023, 17:20:43'}"
201,{'S': '49.3056'},{'S': '31.7664'},{'S': '0'},{'S': '36.9244'},{'S': '0'},{'S': 'sensor_char7'},{'S': '12.1761'},{'S': '0'},"{'S': '05/15/2023, 17:19:52'}"
202,{'S': '48.9979'},{'S': '18.5132'},{'S': '0'},{'S': '37.0581'},{'S': '1'},{'S': 'sensor_char7'},{'S': '12.3369'},{'S': '0'},"{'S': '05/15/2023, 16:40:51'}"
203,{'S': '50.2728'},{'S': '18.493'},{'S': '0'},{'S': '36.7265'},{'S': '0'},{'S': 'sensor_char7'},{'S': '12.4789'},{'S': '0'},"{'S': '05/15/2023, 15:39:30'}"
204,{'S': '49.2639'},{'S': '19.4899'},{'S': '0'},{'S': '36.7746'},{'S': '0'},{'S': 'sensor_char7'},{'S': '12.157'},{'S': '0'},"{'S': '05/15/2023, 17:23:04'}"
205,{'S': '52.5383'},{'S': '49.8583'},{'S': '0'},{'S': '36.3573'},{'S': '0'},{'S': 'sensor_char7'},{'S': '12.5591'},{'S': '0'},"{'S': '05/15/2023, 15:10:16'}"
206,{'S': '49.1153'},{'S': '20.6313'},{'S': '0'},{'S': '36.8014'},{'S': '0'},{'S': 'sensor_char7'},{'S': '12.1487'},{'S': '0'},"{'S': '05/15/2023, 17:23:56'}"
207,{'S': '49.9104'},{'S': '19.9625'},{'S': '0'},{'S': '37.0046'},{'S': '0'},{'S': 'sensor_char7'},{'S': '12.324'},{'S': '0'},"{'S': '05/15/2023, 16:39:24'}"
208,{'S': '52.739'},{'S': '33.3349'},{'S': '0'},{'S': '36.2022'},{'S': '0'},{'S': 'sensor_char7'},{'S': '12.5565'},{'S': '0'},"{'S': '05/15/2023, 15:08:25'}"
209,{'S': '49.011'},{'S': '22.3853'},{'S': '0'},{'S': '37.1919'},{'S': '0'},{'S': 'sensor_char7'},{'S': '12.3547'},{'S': '0'},"{'S': '05/15/2023, 16:46:31'}"
210,{'S': '49.3369'},{'S': '28.766'},{'S': '0'},{'S': '36.9244'},{'S': '0'},{'S': 'sensor_char7'},{'S': '12.1849'},{'S': '0'},"{'S': '05/15/2023, 17:18:45'}"
211,{'S': '49.1752'},{'S': '19.494'},{'S': '1'},{'S': '37.0421'},{'S': '0'},{'S': 'sensor_char7'},{'S': '12.3193'},{'S': '5'},"{'S': '05/15/2023, 16:41:49'}"
212,{'S': '50.218'},{'S': '53.5211'},{'S': '0'},{'S': '36.7318'},{'S': '0'},{'S': 'sensor_char7'},{'S': '12.2707'},{'S': '0'},"{'S': '05/15/2023, 16:37:39'}"
213,{'S': '49.3082'},{'S': '21.9265'},{'S': '0'},{'S': '37.2079'},{'S': '0'},{'S': 'sensor_char7'},{'S': '12.3549'},{'S': '0'},"{'S': '05/15/2023, 16:47:00'}"
214,{'N': '0'},{'N': '0'},{'N': '0'},{'S': '12'},{'N': '0'},{'N': '0'},{'N': '0'},{'N': '0'},"{'S': '05/09/2023, 21:40:04'}"
215,{'S': '49.0944'},{'S': '22.1501'},{'S': '0'},{'S': '37.1598'},{'S': '0'},{'S': 'sensor_char7'},{'S': '12.3484'},{'S': '0'},"{'S': '05/15/2023, 16:45:54'}"
216,{'S': '49.2743'},{'S': '30.4018'},{'S': '0'},{'S': '36.9137'},{'S': '0'},{'S': 'sensor_char7'},{'S': '12.1897'},{'S': '0'},"{'S': '05/15/2023, 17:18:01'}"
217,{'S': '49.4802'},{'S': '21.429'},{'S': '0'},{'S': '36.7479'},{'S': '0'},{'S': 'sensor_char7'},{'S': '12.4906'},{'S': '0'},"{'S': '05/15/2023, 15:23:50'}"
218,{'S': '48.9979'},{'S': '18.2636'},{'S': '0'},{'S': '37.0581'},{'S': '0'},{'S': 'sensor_char7'},{'S': '12.3445'},{'S': '0'},"{'S': '05/15/2023, 16:40:50'}"
219,{'S': '49.4385'},{'S': '23.9165'},{'S': '0'},{'S': '36.7425'},{'S': '0'},{'S': 'sensor_char7'},{'S': '11.6053'},{'S': '0'},"{'S': '05/15/2023, 15:23:43'}"
220,{'S': '49.8244'},{'S': '27.0057'},{'S': '0'},{'S': '36.4162'},{'S': '0'},{'S': 'sensor_char7'},{'S': '12.5199'},{'S': '0'},"{'S': '05/15/2023, 15:36:32'}"
221,{'S': '53.1249'},{'S': '43.0414'},{'S': '0'},{'S': '36.0417'},{'S': '0'},{'S': 'sensor_char7'},{'S': '12.5193'},{'S': '0'},"{'S': '05/15/2023, 15:07:03'}"
222,{'S': '52.6217'},{'S': '332.826'},{'S': '0'},{'S': '36.3627'},{'S': '0'},{'S': 'sensor_char7'},{'S': '12.5541'},{'S': '0'},"{'S': '05/15/2023, 15:09:53'}"
223,{'S': '49.7957'},{'S': '26.5344'},{'S': '-1'},{'S': '36.4857'},{'S': '0'},{'S': 'sensor_char7'},{'S': '12.5352'},{'S': '-1'},"{'S': '05/15/2023, 15:37:32'}"
224,{'S': '49.23'},{'S': '30.1027'},{'S': '0'},{'S': '36.8762'},{'S': '0'},{'S': 'sensor_char7'},{'S': '12.1698'},{'S': '0'},"{'S': '05/15/2023, 17:21:20'}"
225,{'S': '49.7905'},{'S': '17.5331'},{'S': '0'},{'S': '36.4269'},{'S': '0'},{'S': 'sensor_char7'},{'S': '12.524'},{'S': '0'},"{'S': '05/15/2023, 15:36:47'}"
226,{'S': '50.1998'},{'S': '18.2636'},{'S': '0'},{'S': '36.8762'},{'S': '0'},{'S': 'sensor_char7'},{'S': '12.4593'},{'S': '0'},"{'S': '05/15/2023, 15:42:29'}"
227,{'S': '50.1476'},{'S': '21.065'},{'S': '0'},{'S': '36.8228'},{'S': '0'},{'S': 'sensor_char7'},{'S': '12.46'},{'S': '0'},"{'S': '05/15/2023, 15:41:12'}"
228,{'S': '49.1231'},{'S': '19.6195'},{'S': '0'},{'S': '37.0421'},{'S': '1'},{'S': 'sensor_char7'},{'S': '12.3163'},{'S': '67'},"{'S': '05/15/2023, 16:41:54'}"
229,{'S': '52.3688'},{'S': '1130.43'},{'S': '0'},{'S': '36.459'},{'S': '0'},{'S': 'sensor_char7'},{'S': '12.5593'},{'S': '0'},"{'S': '05/15/2023, 15:12:07'}"
230,{'S': '49.1804'},{'S': '23.2962'},{'S': '0'},{'S': '36.8442'},{'S': '0'},{'S': 'sensor_char7'},{'S': '12.1519'},{'S': '0'},"{'S': '05/15/2023, 17:24:11'}"
231,{'S': '49.8061'},{'S': '43.2453'},{'S': '0'},{'S': '36.3466'},{'S': '0'},{'S': 'sensor_char7'},{'S': '12.4913'},{'S': '0'},"{'S': '05/15/2023, 15:18:40'}"
232,{'S': '49.1361'},{'S': '18.7367'},{'S': '0'},{'S': '37.0635'},{'S': '0'},{'S': 'sensor_char7'},{'S': '12.345'},{'S': '0'},"{'S': '05/15/2023, 16:40:36'}"
233,{'S': '53.31'},{'S': '27.4661'},{'S': '0'},{'S': '36.1059'},{'S': '0'},{'S': 'sensor_char7'},{'S': '12.5338'},{'S': '0'},"{'S': '05/15/2023, 15:04:24'}"
234,{'S': '49.548'},{'S': '39.8381'},{'S': '0'},{'S': '12'},{'S': '0'},{'S': 'sensor_char7'},{'S': '12.5001'},{'S': '0'},"{'S': '05/15/2023, 15:18:55'}"
235,{'S': '50.218'},{'S': '20.6313'},{'S': '0'},{'S': '36.78'},{'S': '0'},{'S': 'sensor_char7'},{'S': '12.4655'},{'S': '0'},"{'S': '05/15/2023, 15:40:27'}"
236,{'S': '52.8824'},{'S': '42.8546'},{'S': '0'},{'S': '36.0791'},{'S': '0'},{'S': 'sensor_char7'},{'S': '12.5443'},{'S': '0'},"{'S': '05/15/2023, 15:07:48'}"
237,{'S': '49.2378'},{'S': '19.0188'},{'S': '0'},{'S': '36.8335'},{'S': '0'},{'S': 'sensor_char7'},{'S': '12.1571'},{'S': '0'},"{'S': '05/15/2023, 17:22:20'}"
