TIMESTAMP,TEMPERATURE,HUMIDITY,BATTERY_VOLTAGE,CARBON_MONOXIDE,LIGHT_INTENSITY,LPG_CONCENTRATION,MOTOR,SMOKE
13:48:31,23,19,,,,,,
15:12:32,22,20,,,,,,
15:17:32,24,19,,,,,,
15:22:33,23,24,,,,,,
15:27:34,22,20,,,,,,
15:32:34,23,19,,,,,,
15:37:35,23,19,,,,,,
15:42:36,23,19,,,,,,
15:47:36,23,19,,,,,,
15:52:37,23,19,,,,,,
15:57:37,24,19,,,,,,
16:02:38,24,19,,,,,,
16:07:39,23,19,,,,,,
16:12:42,21,20,,,,,,
16:17:45,22,26,,,,,,
16:22:46,22,21,,,,,,
16:27:46,23,19,,,,,,
16:32:47,23,19,,,,,,
16:37:47,23,19,,,,,,
16:42:48,23,19,,,,,,
16:47:49,23,19,,,,,,
16:52:49,22,26,,,,,,
16:57:52,22,20,,,,,,
17:02:53,22,23,,,,,,
17:07:54,22,20,,,,,,
17:12:54,22,20,,,,,,
17:17:55,23,25,,,,,,
17:22:56,22,24,,,,,,
17:27:56,22,20,,,,,,
17:32:57,21,24,,,,,,
17:37:57,22,20,,,,,,
17:42:58,22,26,,,,,,
17:47:59,22,20,,,,,,
17:52:59,22,22,,,,,,
17:58:00,21,20,,,,,,
18:03:00,21,20,,,,,,
18:08:01,21,20,,,,,,
18:13:02,22,20,,,,,,
18:18:02,21,20,,,,,,
18:23:03,21,22,,,,,,
18:28:03,21,20,,,,,,
18:33:04,20,21,,,,,,
18:38:05,21,20,,,,,,
18:43:05,21,26,,,,,,
18:48:06,21,20,,,,,,
18:53:07,20,26,,,,,,
18:58:07,20,21,,,,,,
19:03:08,21,26,,,,,,
19:08:08,20,21,,,,,,
19:13:09,20,25,,,,,,
19:18:10,20,21,,,,,,
19:23:10,19,21,,,,,,
19:28:11,20,21,,,,,,
19:33:12,19,21,,,,,,
19:38:12,19,21,,,,,,
19:43:13,20,21,,,,,,
19:48:13,19,21,,,,,,
19:53:14,21,20,,,,,,
19:58:15,21,20,,,,,,
20:03:15,21,20,,,,,,
20:08:16,21,22,,,,,,
20:13:16,21,23,,,,,,
20:18:17,21,20,,,,,,
20:23:18,21,26,,,,,,
20:28:18,21,20,,,,,,
20:33:19,21,26,,,,,,
20:38:19,21,20,,,,,,
20:43:20,21,23,,,,,,
20:48:21,19,21,,,,,,
20:53:21,20,21,,,,,,
20:58:22,20,21,,,,,,
21:03:22,20,21,,,,,,
21:08:23,19,27,,,,,,
21:13:24,19,24,,,,,,
21:18:27,18,33,,,,,,
21:23:28,19,23,,,,,,
21:28:31,19,24,,,,,,
21:33:31,19,21,,,,,,
21:38:32,19,21,,,,,,
21:43:33,18,22,,,,,,
21:48:36,19,21,,,,,,
21:53:36,19,21,,,,,,
21:58:37,19,27,,,,,,
22:03:37,19,21,,,,,,
22:08:38,19,27,,,,,,
22:13:39,19,21,,,,,,
22:18:39,19,27,,,,,,
22:23:40,19,21,,,,,,
22:28:41,19,27,,,,,,
22:33:41,19,21,,,,,,
22:38:42,19,21,,,,,,
22:43:43,19,21,,,,,,
22:48:43,19,21,,,,,,
22:53:44,19,21,,,,,,
22:58:44,18,22,,,,,,
23:03:45,17,22,,,,,,
23:08:46,18,22,,,,,,
23:13:46,18,24,,,,,,
23:18:47,18,28,,,,,,
23:23:47,18,22,,,,,,
23:28:48,18,28,,,,,,
23:33:49,18,22,,,,,,
23:38:49,18,28,,,,,,
23:43:50,18,22,,,,,,
23:48:51,18,28,,,,,,
23:53:51,18,22,,,,,,
23:58:52,18,22,,,,,,
0:03:52,18,22,,,,,,
0:08:53,18,22,,,,,,
